SalesID,MemberID,SalesAmt,PointReward,SalesFirm,SalesDate,Sales_F,Sales_G,Sales_P
320914773,11256894355,16.26,16,Petrol,05-04-15 14:05,0,1,0
320920636,10173271405,17.70,17,Petrol,03-04-15 08:51,0,1,0
320931816,11759673205,20.32,20,Petrol,04-04-15 10:53,0,1,0
320932973,11769130855,24.78,24,Petrol,05-04-15 07:44,0,1,0
320938212,11263959205,13.27,13,Petrol,05-04-15 14:54,0,1,0
320953838,11259614455,47.00,47,Petrol,06-04-15 09:17,0,1,0
320964134,11304416005,20.00,20,Petrol,06-04-15 10:21,0,1,0
320977680,11252532805,37.53,37,Petrol,05-04-15 12:23,0,1,0
320981736,11265469555,50.00,50,Petrol,06-04-15 11:30,0,1,0
320983439,11271025405,22.12,22,Petrol,06-04-15 11:31,0,1,0
321005006,11250866155,60.00,60,Petrol,05-04-15 21:36,0,1,0
321030772,11769074605,10.00,10,Petrol,05-04-15 22:35,0,1,0
321048621,11766707155,26.54,26,Petrol,06-04-15 12:23,0,1,0
321050727,11304352105,22.12,22,Petrol,06-04-15 08:16,0,1,0
321054263,11294653105,2.00,2,Petrol,06-04-15 13:48,0,1,0
321060750,11770030105,24.34,24,Petrol,06-04-15 11:56,0,1,0
321063415,11293481905,1.77,1,Petrol,06-04-15 12:34,0,1,0
321064052,11308903705,29.39,29,Petrol,06-04-15 14:11,0,1,0
321067705,11290521355,22.12,22,Petrol,06-04-15 07:19,0,1,0
321074933,11266085305,1.77,1,Petrol,06-04-15 08:26,0,1,0
321076207,11266123705,11.06,11,Petrol,06-04-15 12:48,0,1,0
321091742,10172617555,37.19,37,Petrol,06-04-15 07:59,0,1,0
321092301,11261467255,30.97,30,Petrol,06-04-15 11:15,0,1,0
321096656,11262423655,22.12,22,Petrol,06-04-15 09:21,0,1,0
321100569,11296841155,44.24,44,Petrol,06-04-15 11:39,0,1,0
321126387,11291201155,22.12,22,Petrol,05-04-15 21:07,0,1,0
321128402,10142214955,10.90,10,FastFood,06-04-15 17:06,1,0,0
321129533,10140868105,11.90,11,FastFood,06-04-15 17:37,1,0,0
321136826,11752046455,7.08,7,Petrol,06-04-15 16:22,0,1,0
321141168,11263959205,40.00,40,Petrol,06-04-15 06:23,0,1,0
321143040,11251180405,30.00,30,Petrol,06-04-15 15:11,0,1,0
321149332,11286931555,8.85,8,Petrol,05-04-15 22:24,0,1,0
321153362,11303258755,20.00,20,Petrol,06-04-15 06:18,0,1,0
321161175,11278052605,8.85,8,Petrol,04-04-15 09:22,0,1,0
321163177,11278052605,8.85,8,Petrol,05-04-15 20:11,0,1,0
321166752,10195632055,4.42,4,Petrol,06-04-15 15:08,0,1,0
321167662,11765421655,4.65,4,Petrol,06-04-15 12:15,0,1,0
321169612,11283867355,8.84,8,Petrol,06-04-15 16:06,0,1,0
321173382,10196713105,26.08,26,Petrol,06-04-15 15:17,0,1,0
321174955,11753840605,44.24,44,Petrol,06-04-15 18:07,0,1,0
321177490,11288920705,22.00,22,Petrol,06-04-15 14:51,0,1,0
321179661,11269622155,26.54,26,Petrol,06-04-15 14:08,0,1,0
321180194,11277927355,8.85,8,Petrol,06-04-15 10:05,0,1,0
321185030,10141493455,81.06,81,Petrol,06-04-15 08:28,0,1,0
321197744,11269010005,26.55,26,Petrol,06-04-15 18:31,0,1,0
321206623,11768049805,30.00,30,Petrol,06-04-15 09:47,0,1,0
321215892,11764232605,37.00,37,Petrol,06-04-15 20:07,0,1,0
321226903,11764757455,20.32,20,Petrol,06-04-15 18:09,0,1,0
321236601,11262163105,31.85,31,Petrol,06-04-15 11:33,0,1,0
321238863,11253707905,22.12,22,Petrol,06-04-15 14:30,0,1,0
321239266,11253727855,17.69,17,Petrol,06-04-15 15:56,0,1,0
321247560,11762766805,27.59,27,Petrol,06-04-15 20:47,0,1,0
321259481,11293124605,17.69,17,Petrol,06-04-15 18:23,0,1,0
321262991,11257776505,10.18,10,Petrol,06-04-15 17:59,0,1,0
321264382,11267456755,8.00,8,Petrol,06-04-15 16:36,0,1,0
321265539,11260364905,4.42,4,Petrol,06-04-15 09:03,0,1,0
321269400,11290961905,22.12,22,Petrol,06-04-15 19:13,0,1,0
321278942,11261991355,27.00,27,Petrol,06-04-15 16:27,0,1,0
321280606,11269379305,22.00,22,Petrol,06-04-15 12:01,0,1,0
321282257,11254401955,47.00,47,Petrol,06-04-15 21:59,0,1,0
321283479,11286420355,18.18,18,Petrol,06-04-15 18:14,0,1,0
321285494,10193298655,35.40,35,Petrol,06-04-15 17:41,0,1,0
321285949,11289763855,8.85,8,Petrol,06-04-15 18:25,0,1,0
321289108,11288441755,41.00,41,Petrol,06-04-15 21:22,0,1,0
321289290,11285089255,22.00,22,Petrol,06-04-15 21:34,0,1,0
321294854,11757803755,22.12,22,Petrol,06-04-15 18:56,0,1,0
321294867,10142214955,8.85,8,Petrol,06-04-15 18:57,0,1,0
321295153,11270566555,26.54,26,Petrol,06-04-15 21:24,0,1,0
321299430,11756317855,16.88,16,Petrol,06-04-15 11:40,0,1,0
321302927,11266123705,8.85,8,Petrol,06-04-15 21:16,0,1,0
321305748,11277206755,22.12,22,Petrol,02-04-15 14:28,0,1,0
321314497,11286931555,8.85,8,Petrol,04-04-15 13:47,0,1,0
321315784,11288025055,34.95,34,Petrol,06-04-15 19:56,0,1,0
321320776,11752443655,20.36,20,Petrol,06-04-15 20:22,0,1,0
321326951,11756606455,22.12,22,Petrol,05-04-15 06:37,0,1,0
321331072,11295128455,36.99,36,Petrol,06-04-15 10:30,0,1,0
321333503,11760602305,22.12,22,Petrol,06-04-15 22:02,0,1,0
321345866,11293124605,17.70,17,Petrol,06-04-15 16:27,0,1,0
321346620,11269679905,38.51,38,Petrol,06-04-15 21:55,0,1,0
321355668,11249539555,22.12,22,Petrol,06-04-15 15:22,0,1,0
321362194,10114047805,37.00,37,Petrol,06-04-15 21:03,0,1,0
321362584,11290821655,52.11,52,Petrol,06-04-15 23:20,0,1,0
321366328,10197718405,2.65,2,Petrol,06-04-15 15:46,0,1,0
321381850,11270391505,2.65,2,Petrol,06-04-15 23:33,0,1,0
321384294,11291790205,13.27,13,Petrol,05-04-15 20:32,0,1,0
321387635,11296625305,4.42,4,Petrol,06-04-15 18:22,0,1,0
321398737,11703622855,8.85,8,Petrol,06-04-15 18:43,0,1,0
321399530,11309720605,30.40,30,Petrol,07-04-15 06:36,0,1,0
321411958,11253511855,16.00,16,Petrol,06-04-15 16:29,0,1,0
321415455,11753944255,22.13,22,Petrol,07-04-15 05:24,0,1,0
321437477,11254753705,13.27,13,Petrol,06-04-15 21:03,0,1,0
321439700,11266634755,8.85,8,Petrol,06-04-15 23:15,0,1,0
321451296,11300565055,29.67,29,Petrol,07-04-15 09:21,0,1,0
321480572,11295048355,20.00,20,Petrol,07-04-15 12:13,0,1,0
321481963,11761623205,30.97,30,Petrol,07-04-15 09:03,0,1,0
321483081,11267717305,22.00,22,Petrol,07-04-15 08:09,0,1,0
321486110,11772138205,29.64,29,Petrol,06-04-15 15:45,0,1,0
321490452,11309654455,17.69,17,Petrol,07-04-15 08:42,0,1,0
321492831,11309564755,44.24,44,Petrol,07-04-15 10:34,0,1,0
321495795,11293853905,22.12,22,Petrol,07-04-15 12:11,0,1,0
321510732,11285520355,13.27,13,Petrol,06-04-15 21:51,0,1,0
321538227,11308891255,42.83,42,Petrol,07-04-15 10:54,0,1,0
321554412,11762815555,15.00,15,Petrol,07-04-15 03:23,0,1,0
321558754,11275270255,15.00,15,Petrol,07-04-15 03:36,0,1,0
321562368,11275270255,11.81,11,Petrol,07-04-15 03:39,0,1,0
321578098,11254145605,19.02,19,Petrol,07-04-15 09:45,0,1,0
321578982,10126408105,22.12,22,Petrol,07-04-15 14:12,0,1,0
321579320,11305937305,50.00,50,Petrol,07-04-15 03:47,0,1,0
321587913,11287329055,8.00,8,Petrol,07-04-15 09:50,0,1,0
321590578,11266811905,32.60,32,Petrol,07-04-15 10:06,0,1,0
321593620,11289846655,22.12,22,Petrol,07-04-15 11:36,0,1,0
321597858,10138313005,6.90,6,FastFood,07-04-15 16:15,1,0,0
321615083,11290426705,26.83,26,Petrol,07-04-15 08:38,0,1,0
321618931,11286013705,38.37,38,Petrol,07-04-15 17:44,0,1,0
321621063,11812938355,6.90,6,FastFood,04-04-15 17:18,1,0,0
321628122,11759841955,12.00,12,Petrol,06-04-15 14:43,0,1,0
321629487,11253441055,12.00,12,Petrol,07-04-15 09:52,0,1,0
321630306,11772979855,22.12,22,Petrol,07-04-15 17:52,0,1,0
321633660,11770618705,26.00,26,Petrol,06-04-15 08:24,0,1,0
321634414,11755510705,23.01,23,Petrol,07-04-15 17:16,0,1,0
321644411,11752037605,13.27,13,Petrol,07-04-15 10:02,0,1,0
321647115,11261632555,10.00,10,Petrol,07-04-15 17:32,0,1,0
321649884,10032234655,15.00,15,Petrol,07-04-15 18:08,0,1,0
321652978,10146433555,17.73,17,Petrol,06-04-15 10:46,0,1,0
321662273,10152920905,8.85,8,Petrol,07-04-15 08:21,0,1,0
321662897,11288108305,58.56,58,Petrol,07-04-15 16:09,0,1,0
321673050,11307309355,30.00,30,Petrol,07-04-15 08:16,0,1,0
321677106,11754058555,2.21,2,Petrol,07-04-15 18:27,0,1,0
321680031,11972316655,29.62,29,Petrol,07-04-15 18:38,0,1,0
321688780,11279237905,17.70,17,Petrol,07-04-15 10:15,0,1,0
321690912,11262916105,8.00,8,Petrol,07-04-15 16:52,0,1,0
321692485,11276110705,63.72,63,Petrol,03-04-15 14:35,0,1,0
321698049,11265943705,7.00,7,Petrol,07-04-15 09:36,0,1,0
321706538,11761278655,10.03,10,Petrol,07-04-15 17:19,0,1,0
321710542,11278394155,100.00,100,Petrol,05-04-15 22:26,0,1,0
321711790,11278394155,100.00,100,Petrol,06-04-15 14:54,0,1,0
321725726,11285530555,13.27,13,Petrol,07-04-15 10:20,0,1,0
321732239,11769074605,8.85,8,Petrol,07-04-15 22:08,0,1,0
321741196,11297184055,22.00,22,Petrol,07-04-15 16:32,0,1,0
321750270,11265333955,26.55,26,Petrol,07-04-15 20:08,0,1,0
321756471,11254140355,17.00,17,Petrol,07-04-15 19:37,0,1,0
321760501,11762766805,6.63,6,Petrol,07-04-15 17:34,0,1,0
321766650,11291790205,8.85,8,Petrol,07-04-15 18:28,0,1,0
321768418,11287416655,33.18,33,Petrol,07-04-15 15:19,0,1,0
321773735,11250732655,13.27,13,Petrol,07-04-15 16:34,0,1,0
321791337,11757152755,22.12,22,Petrol,07-04-15 19:19,0,1,0
321795523,11274698605,13.52,13,Petrol,07-04-15 07:48,0,1,0
321802634,10141323955,15.00,15,Petrol,07-04-15 19:13,0,1,0
321806963,11287481005,3.48,3,Petrol,07-04-15 19:53,0,1,0
321818195,11291403505,20.35,20,Petrol,07-04-15 15:56,0,1,0
321824435,11552564605,17.69,17,Petrol,07-04-15 18:57,0,1,0
321827399,10190433355,23.81,23,Petrol,07-04-15 12:56,0,1,0
321838085,11299044805,2.12,2,Petrol,07-04-15 18:59,0,1,0
321849876,11306534455,41.62,41,Petrol,07-04-15 12:33,0,1,0
321900563,11269266655,44.24,44,Petrol,07-04-15 21:41,0,1,0
321902136,11254645255,22.12,22,Petrol,05-04-15 15:43,0,1,0
321911132,11303658205,4.00,4,Petrol,07-04-15 11:32,0,1,0
321912367,11756606455,22.12,22,Petrol,07-04-15 19:00,0,1,0
321912783,11759626555,22.90,22,Petrol,07-04-15 08:43,0,1,0
321923521,11272424005,41.19,41,Petrol,07-04-15 13:14,0,1,0
321927889,10131002755,27.92,27,Petrol,07-04-15 17:15,0,1,0
321929319,11752046455,7.08,7,Petrol,07-04-15 21:48,0,1,0
321939797,11261467255,26.37,26,Petrol,08-04-15 00:34,0,1,0
321953538,11289090955,2.21,2,Petrol,07-04-15 10:20,0,1,0
321958491,11277578605,10.00,10,Petrol,07-04-15 11:37,0,1,0
321963990,11753580055,8.85,8,Petrol,08-04-15 08:08,0,1,0
321970529,11263885405,19.05,19,Petrol,07-04-15 09:37,0,1,0
321972453,11250866155,45.00,45,Petrol,06-04-15 19:22,0,1,0
321989600,11763854155,3.54,3,Petrol,03-04-15 19:05,0,1,0
321990913,11763845455,8.85,8,Petrol,08-04-15 07:51,0,1,0
321994852,11259839155,10.00,10,Petrol,07-04-15 14:40,0,1,0
322004056,10134720955,50.00,50,Petrol,08-04-15 11:05,0,1,0
322005993,11270835955,25.00,25,Petrol,06-04-15 15:30,0,1,0
322007488,11305473505,2.84,2,Petrol,07-04-15 09:23,0,1,0
322016523,11256837055,4.42,4,Petrol,06-04-15 16:51,0,1,0
322018135,11256894355,32.52,32,Petrol,07-04-15 14:30,0,1,0
322032526,11300275105,13.00,13,Petrol,08-04-15 08:15,0,1,0
322043862,11263394455,50.00,50,Petrol,08-04-15 01:38,0,1,0
322049829,11274618355,60.00,60,Petrol,08-04-15 01:57,0,1,0
322050375,11300219605,17.00,17,Petrol,08-04-15 12:30,0,1,0
322061568,11267456755,8.00,8,Petrol,08-04-15 12:23,0,1,0
322066456,10141498255,30.97,30,Petrol,08-04-15 11:00,0,1,0
322071734,10192755955,4.00,4,Petrol,08-04-15 14:35,0,1,0
322073203,11265943705,20.00,20,Petrol,08-04-15 02:43,0,1,0
322078715,11769428305,17.69,17,Petrol,08-04-15 11:06,0,1,0
322079755,11756147005,22.12,22,Petrol,08-04-15 14:39,0,1,0
322081055,11269706155,26.55,26,Petrol,08-04-15 14:07,0,1,0
322086554,11770618705,22.12,22,Petrol,05-04-15 09:17,0,1,0
322093249,11753549005,13.00,13,Petrol,08-04-15 00:49,0,1,0
322096811,11286420355,18.00,18,Petrol,08-04-15 13:18,0,1,0
322101309,10136662255,20.36,20,Petrol,08-04-15 12:11,0,1,0
322103298,11296644655,13.27,13,Petrol,08-04-15 14:01,0,1,0
322103805,11769227605,5.75,5,Petrol,08-04-15 11:58,0,1,0
322106002,11270385655,22.12,22,Petrol,08-04-15 08:39,0,1,0
322107588,11270391505,1.33,1,Petrol,08-04-15 14:51,0,1,0
322113815,11755653055,8.85,8,Petrol,08-04-15 09:22,0,1,0
322114413,11761206205,22.12,22,Petrol,08-04-15 12:33,0,1,0
322114686,10119894505,33.33,33,Petrol,08-04-15 14:40,0,1,0
322118898,11257599955,22.12,22,Petrol,08-04-15 09:33,0,1,0
322119925,11271246655,50.00,50,Petrol,08-04-15 14:27,0,1,0
322125892,11273385505,30.97,30,Petrol,08-04-15 11:57,0,1,0
322128349,11271004105,20.32,20,Petrol,08-04-15 16:03,0,1,0
322148265,11762815555,20.00,20,Petrol,08-04-15 05:59,0,1,0
322154947,11758587205,46.55,46,Petrol,08-04-15 11:24,0,1,0
322161382,11758185805,1.32,1,Petrol,06-04-15 23:10,0,1,0
322161408,11758185805,13.27,13,Petrol,06-04-15 23:13,0,1,0
322163137,11294327755,20.50,20,Petrol,07-04-15 15:32,0,1,0
322174655,11759807005,22.12,22,Petrol,08-04-15 17:17,0,1,0
322174720,11767445605,50.40,50,Petrol,08-04-15 10:39,0,1,0
322177658,11296625305,4.24,4,Petrol,08-04-15 07:26,0,1,0
322180895,11752037605,11.06,11,Petrol,08-04-15 16:39,0,1,0
322181558,11296625305,4.42,4,Petrol,08-04-15 18:22,0,1,0
322182130,10116378355,9.90,9,FastFood,30-03-15 17:45,1,0,0
322196183,11257119655,6.51,6,Petrol,05-04-15 18:46,0,1,0
322201058,11290581355,19.36,19,Petrol,08-04-15 12:06,0,1,0
322204009,10107630055,20.15,20,Petrol,08-04-15 19:31,0,1,0
322204672,11760581755,17.79,17,Petrol,08-04-15 10:07,0,1,0
322217243,10052819755,22.00,22,Petrol,08-04-15 19:28,0,1,0
322218179,11767594105,26.54,26,Petrol,08-04-15 12:52,0,1,0
322239993,11306515255,32.88,32,Petrol,08-04-15 20:00,0,1,0
322247481,11257435855,17.00,17,Petrol,08-04-15 09:48,0,1,0
322254995,11278394155,100.00,100,Petrol,07-04-15 22:25,0,1,0
322263523,11758597855,40.65,40,Petrol,08-04-15 19:40,0,1,0
322264641,11303658205,2.00,2,Petrol,08-04-15 15:40,0,1,0
322266097,11762972755,26.55,26,Petrol,08-04-15 14:44,0,1,0
322275353,11285527255,35.39,35,Petrol,08-04-15 11:20,0,1,0
322276029,11253707905,22.15,22,Petrol,08-04-15 12:31,0,1,0
322277667,11253736705,16.26,16,Petrol,08-04-15 17:05,0,1,0
322279630,11758146355,14.00,14,Petrol,08-04-15 19:58,0,1,0
322282906,11763067705,30.97,30,Petrol,08-04-15 18:16,0,1,0
322283114,11765421655,8.85,8,Petrol,08-04-15 20:05,0,1,0
322288782,11278052605,4.42,4,Petrol,07-04-15 09:56,0,1,0
322291551,11256221005,37.61,37,Petrol,08-04-15 21:14,0,1,0
322292955,11305459105,30.97,30,Petrol,08-04-15 15:24,0,1,0
322302471,11295646555,22.12,22,Petrol,08-04-15 11:45,0,1,0
322308100,11293481905,1.77,1,Petrol,08-04-15 16:00,0,1,0
322313209,10130367805,7.90,7,FastFood,08-04-15 21:52,1,0,0
322318539,11256958855,17.69,17,Petrol,08-04-15 17:37,0,1,0
322322283,11269892305,43.81,43,Petrol,08-04-15 15:57,0,1,0
322323466,11289763855,38.93,38,Petrol,08-04-15 22:29,0,1,0
322334672,11291690905,13.27,13,Petrol,08-04-15 18:18,0,1,0
322336804,11274586555,17.69,17,Petrol,08-04-15 20:32,0,1,0
322346515,11290961905,13.27,13,Petrol,08-04-15 17:53,0,1,0
322362778,11771655505,24.77,24,Petrol,08-04-15 18:15,0,1,0
322366301,11286420355,20.05,20,Petrol,08-04-15 17:56,0,1,0
322369447,11269768705,20.32,20,Petrol,08-04-15 20:55,0,1,0
322369603,11269743955,42.63,42,Petrol,08-04-15 21:25,0,1,0
322386750,11266043155,30.97,30,Petrol,08-04-15 10:02,0,1,0
322390052,11267121955,42.04,42,Petrol,08-04-15 20:15,0,1,0
322390078,11267121955,54.87,54,Petrol,08-04-15 20:16,0,1,0
322392080,11304352105,24.39,24,Petrol,08-04-15 20:41,0,1,0
322396617,11770631305,13.27,13,Petrol,08-04-15 20:30,0,1,0
322398216,11307252055,24.39,24,Petrol,08-04-15 19:45,0,1,0
322413959,11763426505,27.15,27,Petrol,09-04-15 00:04,0,1,0
322419718,11770414105,36.59,36,Petrol,08-04-15 20:50,0,1,0
322425607,11759745955,22.00,22,Petrol,08-04-15 23:22,0,1,0
322426556,10001346205,45.04,45,Petrol,08-04-15 23:19,0,1,0
322435643,10018586755,44.47,44,Petrol,08-04-15 20:28,0,1,0
322448851,11288036755,20.32,20,Petrol,08-04-15 23:50,0,1,0
322452491,11759955055,40.65,40,Petrol,08-04-15 13:23,0,1,0
322454532,11763426505,4.06,4,Petrol,08-04-15 23:52,0,1,0
322457704,11250866155,60.00,60,Petrol,08-04-15 20:30,0,1,0
322459862,11257536205,2.32,2,Petrol,08-04-15 10:30,0,1,0
322463580,11756606455,24.39,24,Petrol,08-04-15 12:40,0,1,0
322469183,11756606455,25.00,25,Petrol,08-04-15 18:31,0,1,0
322472693,11277537805,22.12,22,Petrol,08-04-15 12:03,0,1,0
322477360,11290837255,47.19,47,Petrol,09-04-15 01:16,0,1,0
322484458,11771249005,22.12,22,Petrol,08-04-15 18:48,0,1,0
322493285,11263879405,25.00,25,Petrol,09-04-15 08:56,0,1,0
322495261,11759673205,20.32,20,Petrol,08-04-15 16:09,0,1,0
322505219,11259839155,11.30,11,Petrol,09-04-15 10:00,0,1,0
322518570,11760540355,22.00,22,Petrol,08-04-15 16:53,0,1,0
322520078,11758546555,22.12,22,Petrol,09-04-15 09:16,0,1,0
322540657,11249145205,23.60,23,FastFood,09-04-15 11:56,1,0,0
322557453,11299044805,3.12,3,Petrol,09-04-15 08:26,0,1,0
322561834,11753448055,24.33,24,Petrol,09-04-15 10:44,0,1,0
322567476,11288709505,27.08,27,Petrol,09-04-15 08:59,0,1,0
322569855,11771579755,26.54,26,Petrol,09-04-15 08:32,0,1,0
322570024,11752046455,15.00,15,Petrol,09-04-15 11:23,0,1,0
322570063,11770821805,28.45,28,Petrol,09-04-15 11:52,0,1,0
322572650,11305473505,3.09,3,Petrol,08-04-15 19:04,0,1,0
322573014,11758299055,28.41,28,Petrol,08-04-15 21:40,0,1,0
322581347,11765706055,3.25,3,Petrol,09-04-15 09:36,0,1,0
322593996,11753549005,10.00,10,Petrol,09-04-15 12:31,0,1,0
322597090,11772949405,44.24,44,Petrol,09-04-15 14:27,0,1,0
322597623,11755465705,13.27,13,Petrol,09-04-15 10:28,0,1,0
322607386,11755622455,26.32,26,Petrol,09-04-15 10:10,0,1,0
322611637,11290521355,20.32,20,Petrol,09-04-15 08:37,0,1,0
322613275,11295128455,50.00,50,Petrol,09-04-15 03:06,0,1,0
322615602,11301294655,22.12,22,Petrol,09-04-15 14:31,0,1,0
322617448,11266177105,22.12,22,Petrol,09-04-15 14:55,0,1,0
322621244,11263879405,77.19,77,Petrol,08-04-15 11:21,0,1,0
322634894,11270992405,31.21,31,Petrol,09-04-15 12:51,0,1,0
322634972,11296841155,17.69,17,Petrol,09-04-15 13:04,0,1,0
322635024,11284340905,22.12,22,Petrol,09-04-15 13:15,0,1,0
322639301,11281154755,13.27,13,Petrol,09-04-15 13:43,0,1,0
322645684,10119811255,7.90,7,FastFood,06-04-15 15:28,1,0,0
322656474,11253123955,20.00,20,Petrol,09-04-15 13:26,0,1,0
322660751,11265428755,10.00,10,Petrol,09-04-15 12:18,0,1,0
322663741,11292808255,19.91,19,Petrol,09-04-15 17:14,0,1,0
322680953,11763349555,4.35,4,Petrol,09-04-15 08:25,0,1,0
322692432,10186287205,4.42,4,Petrol,09-04-15 17:09,0,1,0
322693199,11286270055,8.85,8,Petrol,09-04-15 18:16,0,1,0
322695162,10017535105,4.06,4,Petrol,06-04-15 07:27,0,1,0
322714246,11295916255,17.00,17,Petrol,09-04-15 13:15,0,1,0
322731471,10152920905,25.83,25,Petrol,09-04-15 09:39,0,1,0
322732641,11249539555,7.90,7,FastFood,09-04-15 19:07,1,0,0
322738283,11287366255,13.00,13,Petrol,09-04-15 19:35,0,1,0
322741507,11290581355,41.00,41,Petrol,09-04-15 17:42,0,1,0
322741533,10052819755,19.00,19,Petrol,09-04-15 18:09,0,1,0
322743171,11712219505,40.00,40,Petrol,09-04-15 07:08,0,1,0
322747591,10125041755,36.04,36,Petrol,09-04-15 18:57,0,1,0
322748020,11754058555,8.85,8,Petrol,08-04-15 21:29,0,1,0
322749645,11288571055,50.00,50,Petrol,09-04-15 09:02,0,1,0
322759304,11308443955,2.65,2,Petrol,09-04-15 20:11,0,1,0
322775736,11307374905,24.07,24,Petrol,09-04-15 21:34,0,1,0
322777751,11303658205,13.00,13,Petrol,09-04-15 21:19,0,1,0
322781430,11264171305,22.12,22,Petrol,09-04-15 20:58,0,1,0
322786279,11285530555,22.12,22,Petrol,09-04-15 09:00,0,1,0
322790218,11262150505,33.73,33,Petrol,09-04-15 17:17,0,1,0
322794768,10129243555,22.12,22,Petrol,09-04-15 14:51,0,1,0
322802672,11770769605,8.13,8,Petrol,09-04-15 18:02,0,1,0
322803088,11770769605,20.35,20,Petrol,09-04-15 20:45,0,1,0
322804674,11250321355,35.40,35,Petrol,09-04-15 18:30,0,1,0
322805285,11767609405,26.54,26,Petrol,09-04-15 16:59,0,1,0
322809692,10173271405,8.00,8,Petrol,09-04-15 19:25,0,1,0
322819598,11262916105,4.00,4,Petrol,09-04-15 22:07,0,1,0
322824187,11767197655,6.00,6,Petrol,09-04-15 21:13,0,1,0
322825318,11766707155,30.00,30,Petrol,09-04-15 20:59,0,1,0
322826631,11250712105,13.27,13,Petrol,09-04-15 21:13,0,1,0
322828776,11755920205,22.00,22,Petrol,09-04-15 09:52,0,1,0
322829205,11264294155,36.00,36,Petrol,09-04-15 12:33,0,1,0
322831285,11301038605,8.85,8,Petrol,09-04-15 14:02,0,1,0
322833105,11291790205,4.42,4,Petrol,09-04-15 16:34,0,1,0
322849134,11259594205,8.85,8,Petrol,09-04-15 14:42,0,1,0
322851643,11254145605,22.12,22,Petrol,09-04-15 13:40,0,1,0
322856869,11254401955,14.07,14,Petrol,09-04-15 16:30,0,1,0
322863161,11304620905,8.85,8,Petrol,09-04-15 16:07,0,1,0
322864032,11706599605,22.12,22,Petrol,09-04-15 18:51,0,1,0
322869349,11286420355,22.12,22,Petrol,09-04-15 19:39,0,1,0
322878033,11756837005,1.32,1,Petrol,09-04-15 13:29,0,1,0
322881088,11989372705,23.36,23,Petrol,09-04-15 14:57,0,1,0
322881491,10122633655,24.39,24,Petrol,09-04-15 18:14,0,1,0
322882726,11264919505,36.24,36,Petrol,09-04-15 16:19,0,1,0
322902122,11249539555,26.54,26,Petrol,09-04-15 17:19,0,1,0
322906997,11250503155,33.01,33,Petrol,09-04-15 20:18,0,1,0
322907946,11286350905,2.88,2,Petrol,09-04-15 13:30,0,1,0
322921063,11768459905,10.01,10,Petrol,09-04-15 11:13,0,1,0
322930293,10125259555,37.13,37,Petrol,09-04-15 23:08,0,1,0
322930371,11719945855,35.01,35,Petrol,09-04-15 23:59,0,1,0
322936156,11287481005,32.12,32,Petrol,09-04-15 23:02,0,1,0
322938015,10173208255,43.30,43,Grocery,04-04-15 16:47,0,0,1
322963690,11758146355,13.00,13,Petrol,09-04-15 23:24,0,1,0
322969696,11753944255,26.39,26,Petrol,10-04-15 05:23,0,1,0
322970268,11253511855,18.00,18,Petrol,09-04-15 16:08,0,1,0
322970281,11253441055,20.00,20,Petrol,09-04-15 16:26,0,1,0
322971165,11261467255,26.55,26,Petrol,09-04-15 22:22,0,1,0
322975702,11758895305,2.12,2,Petrol,08-04-15 06:56,0,1,0
322977405,11753840605,22.12,22,Petrol,08-04-15 17:18,0,1,0
322979927,11271191905,44.24,44,Petrol,10-04-15 07:09,0,1,0
322980239,11758895305,8.85,8,Petrol,09-04-15 20:17,0,1,0
322981240,11766170455,20.32,20,Petrol,09-04-15 10:09,0,1,0
322998270,11765096005,27.00,27,Petrol,03-04-15 16:13,0,1,0
322999037,11767643305,22.00,22,Petrol,03-04-15 22:00,0,1,0
323003977,11767643305,22.00,22,Petrol,07-04-15 15:46,0,1,0
323008969,11286420355,25.00,25,Petrol,09-04-15 12:31,0,1,0
323020006,11305205305,22.12,22,Petrol,09-04-15 19:07,0,1,0
323020929,11753580055,11.06,11,Petrol,10-04-15 07:15,0,1,0
323028794,11769130855,13.41,13,Petrol,09-04-15 20:02,0,1,0
323029873,11737470655,13.27,13,Petrol,09-04-15 21:57,0,1,0
323054534,11271410155,22.12,22,Petrol,10-04-15 08:53,0,1,0
323071876,11291201155,20.00,20,Petrol,08-04-15 19:11,0,1,0
323073007,11290371205,28.47,28,Petrol,09-04-15 13:01,0,1,0
323077115,11772979855,22.12,22,Petrol,10-04-15 10:45,0,1,0
323079910,11754723955,8.00,8,Petrol,09-04-15 11:03,0,1,0
323090063,11250866155,0.06,0,Petrol,10-04-15 09:04,0,1,0
323092559,11285444005,15.00,15,Petrol,10-04-15 12:31,0,1,0
323100632,11276799355,13.27,13,Petrol,10-04-15 12:50,0,1,0
323107327,11769859255,22.12,22,Petrol,08-04-15 09:50,0,1,0
323109667,11265103855,13.27,13,Petrol,10-04-15 09:56,0,1,0
323111006,11769859255,8.85,8,Petrol,09-04-15 23:10,0,1,0
323117363,11768591605,16.26,16,Petrol,10-04-15 13:11,0,1,0
323118117,11266459855,8.85,8,Petrol,10-04-15 10:06,0,1,0
323126528,11764239505,13.00,13,Petrol,10-04-15 09:18,0,1,0
323134588,11267456755,4.00,4,Petrol,10-04-15 09:37,0,1,0
323143207,11262701455,13.00,13,Petrol,10-04-15 08:37,0,1,0
323154010,11293481905,1.77,1,Petrol,10-04-15 13:40,0,1,0
