MemberID,Gender,Race,OwnCar,OwnCreditCard,HomeCity,BirthYear,RegisterDate,Active2015,Active2016,Sat_Program,Sat_FastFood,Sat_Petrol,Sat_Grocery,NetPromoter,Gender_F,Race1,Race2,Car,CCard,CityA,CityB,CityC,CityD,CityE,CityF,Act_15,Act_16
10138755055,F,RACE1,N,Y,CityA,1978,01-03-13 19:05,Y,Y,6,6,6,6,4,1,1,0,0,1,1,0,0,0,0,0,1,1
10138775155,F,RACE1,Y,Y,CityA,1983,20-02-13 20:36,Y,Y,7,8,7,6,5,1,1,0,1,1,1,0,0,0,0,0,1,1
10138811005,M,RACE2,N,Y,CityA,1984,24-03-13 20:24,Y,N,6,6,7,6,0,0,0,1,0,1,1,0,0,0,0,0,1,0
10138818355,M,RACE1,N,N,CityC,1987,18-04-13 17:22,Y,Y,8,8,8,7,0,0,1,0,0,0,0,0,1,0,0,0,1,1
10138865005,M,RACE2,N,Y,CityG,1989,21-02-13 12:49,Y,Y,6,8,7,7,3,0,0,1,0,1,0,0,0,0,0,0,1,1
10138878805,F,RACE2,N,Y,CityA,1979,24-02-13 14:21,Y,Y,10,10,8,8,9,1,0,1,0,1,1,0,0,0,0,0,1,1
10138907755,M,RACE2,N,Y,CityD,1988,09-04-13 13:22,Y,N,7,5,8,5,0,0,0,1,0,1,0,0,0,1,0,0,1,0
10138996105,M,RACE1,Y,Y,CityG,1983,14-02-13 18:10,Y,Y,10,10,9,10,10,0,1,0,1,1,0,0,0,0,0,0,1,1
10138998655,M,OTHER,N,N,CityG,1979,01-02-13 21:16,Y,Y,7,9,7,7,6,0,0,0,0,0,0,0,0,0,0,0,1,1
10139007205,M,RACE2,N,N,CityA,1989,05-01-14 19:48,Y,Y,7,10,7,1,10,0,0,1,0,0,1,0,0,0,0,0,1,1
10139023105,F,RACE2,Y,N,CityA,1975,29-05-13 13:21,Y,N,4,7,7,5,4,1,0,1,1,0,1,0,0,0,0,0,1,0
10139023555,M,RACE1,N,N,CityG,1986,16-05-13 18:05,Y,Y,8,8,8,7,5,0,1,0,0,0,0,0,0,0,0,0,1,1
10139040355,F,RACE2,N,N,CityA,1979,03-10-13 11:00,Y,N,6,8,7,6,6,1,0,1,0,0,1,0,0,0,0,0,1,0
10139075905,F,RACE1,N,N,CityB,1995,04-06-13 14:37,Y,Y,9,9,7,6,6,1,1,0,0,0,0,1,0,0,0,0,1,1
10139132155,F,RACE1,N,Y,CityA,1986,22-01-14 09:40,Y,N,8,7,7,7,6,1,1,0,0,1,1,0,0,0,0,0,1,0
10139148505,M,RACE1,Y,Y,CityA,1983,07-01-14 21:57,Y,N,7,7,9,7,4,0,1,0,1,1,1,0,0,0,0,0,1,0
10139197405,F,RACE1,N,N,CityD,1993,31-03-13 18:05,Y,N,5,7,7,5,2,1,1,0,0,0,0,0,0,1,0,0,1,0
10139327155,F,RACE1,N,Y,CityC,1986,28-09-13 09:20,Y,N,6,6,8,6,3,1,1,0,0,1,0,0,1,0,0,0,1,0
10140086755,F,RACE2,N,N,CityG,1985,20-03-13 18:55,Y,N,8,8,6,6,6,1,0,1,0,0,0,0,0,0,0,0,1,0
10140369505,M,RACE2,Y,Y,CityA,1991,06-04-13 13:39,Y,N,7,6,7,6,2,0,0,1,1,1,1,0,0,0,0,0,1,0
10140576805,M,RACE2,Y,N,CityE,1987,09-09-14 12:43,Y,Y,5,4,8,3,1,0,0,1,1,0,0,0,0,0,1,0,1,1
10140868105,F,OTHER,N,N,CityA,1987,13-02-14 18:46,Y,Y,8,10,8,7,9,1,0,0,0,0,1,0,0,0,0,0,1,1
10140933355,F,RACE1,N,N,CityA,1992,18-05-13 12:34,Y,Y,6,8,8,6,7,1,1,0,0,0,1,0,0,0,0,0,1,1
10140942655,F,RACE1,N,N,CityA,NULL,01-07-13 21:41,Y,Y,8,8,8,6,5,1,1,0,0,0,1,0,0,0,0,0,1,1
10141023055,F,RACE1,N,N,CityG,1986,01-07-13 20:30,Y,Y,7,10,7,3,10,1,1,0,0,0,0,0,0,0,0,0,1,1
10141077505,F,RACE1,Y,Y,CityE,1969,14-11-13 19:55,Y,Y,5,7,6,4,4,1,1,0,1,1,0,0,0,0,1,0,1,1
10141081555,F,RACE1,N,N,CityE,1985,10-11-13 17:41,Y,Y,2,10,9,1,10,1,1,0,0,0,0,0,0,0,1,0,1,1
10141082305,F,RACE1,Y,Y,CityE,1978,10-11-13 17:40,Y,N,7,9,8,7,6,1,1,0,1,1,0,0,0,0,1,0,1,0
10141116955,F,RACE1,Y,Y,CityB,1988,01-10-13 08:56,Y,Y,7,9,8,7,6,1,1,0,1,1,0,1,0,0,0,0,1,1
10141255555,F,RACE2,N,N,CityG,1992,18-04-13 22:09,Y,Y,8,9,8,4,9,1,0,1,0,0,0,0,0,0,0,0,1,1
10141283005,M,RACE1,Y,Y,CityG,1995,28-06-13 18:58,Y,Y,5,7,7,6,2,0,1,0,1,1,0,0,0,0,0,0,1,1
10141302655,F,RACE2,N,N,CityF,1983,02-06-13 20:29,Y,N,7,7,8,7,6,1,0,1,0,0,0,0,0,0,0,1,1,0
10141323955,F,RACE1,Y,N,CityF,1986,05-04-13 11:35,Y,Y,7,10,8,3,10,1,1,0,1,0,0,0,0,0,0,1,1,1
10141335955,F,RACE1,Y,N,CityG,1994,05-04-13 11:26,Y,N,7,9,8,5,7,1,1,0,1,0,0,0,0,0,0,0,1,0
10141399255,F,RACE1,N,N,CityG,1986,16-05-13 17:49,Y,Y,8,9,7,6,7,1,1,0,0,0,0,0,0,0,0,0,1,1
10141421605,M,RACE1,N,N,CityG,1990,30-06-13 17:53,Y,Y,8,8,6,7,3,0,1,0,0,0,0,0,0,0,0,0,1,1
10141443355,F,RACE1,N,N,CityD,1990,05-04-13 11:29,Y,Y,7,10,9,9,10,1,1,0,0,0,0,0,0,1,0,0,1,1
10141493455,F,RACE1,N,N,CityE,1982,05-04-13 12:49,Y,Y,10,9,10,9,10,1,1,0,0,0,0,0,0,0,1,0,1,1
10141498255,F,RACE1,N,N,CityE,1991,04-04-13 12:28,Y,N,8,8,9,7,7,1,1,0,0,0,0,0,0,0,1,0,1,0
10141520605,F,RACE1,Y,Y,CityG,1984,22-03-13 16:31,Y,Y,6,9,7,7,7,1,1,0,1,1,0,0,0,0,0,0,1,1
10141546555,F,OTHER,N,N,CityD,1985,13-03-13 19:00,Y,Y,8,8,7,7,7,1,0,0,0,0,0,0,0,1,0,0,1,1
10141659505,F,RACE2,N,N,CityA,1981,30-03-13 12:04,Y,Y,9,10,8,9,10,1,0,1,0,0,1,0,0,0,0,0,1,1
10141684255,F,RACE1,N,N,CityG,1984,30-03-13 12:04,Y,Y,8,9,9,5,8,1,1,0,0,0,0,0,0,0,0,0,1,1
10141703005,F,RACE1,Y,Y,CityF,1993,09-02-14 19:48,Y,Y,7,9,6,6,7,1,1,0,1,1,0,0,0,0,0,1,1,1
10141899055,F,RACE2,N,N,CityD,1989,11-08-13 19:18,Y,Y,8,9,8,6,8,1,0,1,0,0,0,0,0,1,0,0,1,1
10142004055,F,RACE2,N,N,CityA,1989,22-01-14 09:41,Y,Y,9,9,8,9,9,1,0,1,0,0,1,0,0,0,0,0,1,1
10142014405,F,RACE2,N,Y,CityA,1983,19-05-14 18:21,Y,Y,5,9,7,6,8,1,0,1,0,1,1,0,0,0,0,0,1,1
10142087905,M,RACE1,Y,Y,CityA,1983,15-04-13 07:54,Y,Y,5,8,6,5,1,0,1,0,1,1,1,0,0,0,0,0,1,1
10142099755,M,RACE1,N,N,CityG,1995,02-05-13 14:22,Y,Y,7,8,8,7,3,0,1,0,0,0,0,0,0,0,0,0,1,1
10142106955,F,RACE2,N,N,CityG,1982,28-05-13 11:14,Y,Y,6,10,7,5,9,1,0,1,0,0,0,0,0,0,0,0,1,1
10142153155,F,RACE1,N,N,CityG,1975,25-02-13 21:21,Y,Y,7,8,7,7,6,1,1,0,0,0,0,0,0,0,0,0,1,1
10142203555,M,RACE1,N,N,CityB,1995,27-08-13 17:08,Y,Y,8,10,7,6,9,0,1,0,0,0,0,1,0,0,0,0,1,1
10142214955,M,RACE1,Y,N,CityB,1977,29-05-13 13:16,Y,N,8,9,9,7,4,0,1,0,1,0,0,1,0,0,0,0,1,0
10142352205,F,RACE1,N,Y,CityG,1990,28-06-13 18:54,Y,N,8,6,8,7,6,1,1,0,0,1,0,0,0,0,0,0,1,0
10142694805,M,RACE2,N,N,CityA,1988,19-04-13 09:27,Y,Y,8,5,9,8,4,0,0,1,0,0,1,0,0,0,0,0,1,1
10143363205,F,RACE1,N,N,CityG,1990,25-12-14 10:45,Y,Y,8,8,8,6,7,1,1,0,0,0,0,0,0,0,0,0,1,1
10143377905,M,RACE1,N,N,CityA,1995,30-12-14 07:21,Y,Y,8,9,8,7,7,0,1,0,0,0,1,0,0,0,0,0,1,1
10143631105,M,RACE1,Y,Y,CityA,1986,22-03-13 18:59,Y,N,5,7,8,5,0,0,1,0,1,1,1,0,0,0,0,0,1,0
10143684655,F,RACE1,N,N,CityD,1974,23-06-13 18:43,Y,Y,8,8,9,7,6,1,1,0,0,0,0,0,0,1,0,0,1,1
10144203505,F,RACE1,N,N,CityF,1991,29-08-13 10:05,Y,Y,8,9,6,6,8,1,1,0,0,0,0,0,0,0,0,1,1,1
10144426255,M,OTHER,Y,Y,CityA,1987,30-12-14 08:58,Y,N,5,8,7,6,3,0,0,0,1,1,1,0,0,0,0,0,1,0
10144662955,F,OTHER,Y,N,CityB,1990,24-08-13 18:26,Y,Y,8,5,9,8,6,1,0,0,1,0,0,1,0,0,0,0,1,1
10145032705,F,RACE2,Y,N,CityG,1984,29-04-13 18:11,Y,Y,6,7,9,8,6,1,0,1,1,0,0,0,0,0,0,0,1,1
10145164855,M,RACE1,Y,Y,CityB,1981,13-05-13 12:05,Y,Y,7,8,7,7,3,0,1,0,1,1,0,1,0,0,0,0,1,1
10146433555,F,RACE1,N,N,CityA,1993,15-06-13 21:10,Y,N,8,7,8,7,6,1,1,0,0,0,1,0,0,0,0,0,1,0
10146471955,F,RACE1,N,N,CityG,1994,15-07-13 09:34,Y,N,5,6,8,7,6,1,1,0,0,0,0,0,0,0,0,0,1,0
10146864505,M,RACE1,N,Y,CityA,1990,23-06-13 18:30,Y,Y,10,9,10,8,8,0,1,0,0,1,1,0,0,0,0,0,1,1
10146889255,F,RACE2,N,N,CityG,1979,12-08-13 15:59,Y,Y,7,7,8,7,7,1,0,1,0,0,0,0,0,0,0,0,1,1
10146940705,M,RACE1,N,N,CityG,1981,24-04-13 21:10,Y,N,7,6,7,7,5,0,1,0,0,0,0,0,0,0,0,0,1,0
10147065355,F,RACE2,N,N,CityA,1987,05-04-13 11:39,Y,Y,8,9,8,5,9,1,0,1,0,0,1,0,0,0,0,0,1,1
10147233505,F,RACE1,N,N,CityD,1996,12-05-13 10:26,Y,Y,7,10,8,4,9,1,1,0,0,0,0,0,0,1,0,0,1,1
10147376005,M,OTHER,Y,N,CityG,1994,04-10-13 18:51,Y,Y,7,9,8,6,5,0,0,0,1,0,0,0,0,0,0,0,1,1
10147428055,M,RACE1,N,N,CityC,1991,20-06-13 12:17,Y,N,5,7,8,7,2,0,1,0,0,0,0,0,1,0,0,0,1,0
10147457455,F,RACE2,N,Y,CityA,1978,26-09-13 18:55,Y,N,5,6,8,6,4,1,0,1,0,1,1,0,0,0,0,0,1,0
10147497805,F,RACE2,N,N,CityA,1987,17-10-13 11:18,Y,Y,8,10,8,7,10,1,0,1,0,0,1,0,0,0,0,0,1,1
10147520605,F,RACE2,N,N,CityA,1992,03-09-13 17:09,Y,Y,10,10,8,7,10,1,0,1,0,0,1,0,0,0,0,0,1,1
10147524655,M,RACE1,N,N,CityA,1995,26-07-13 21:09,Y,Y,8,8,7,6,5,0,1,0,0,0,1,0,0,0,0,0,1,1
10147701805,F,RACE1,N,N,CityG,1982,08-07-13 20:01,Y,Y,8,8,9,7,7,1,1,0,0,0,0,0,0,0,0,0,1,1
10147762705,F,RACE1,N,N,CityG,1991,24-04-14 10:58,Y,Y,7,10,8,4,9,1,1,0,0,0,0,0,0,0,0,0,1,1
10147845655,M,RACE1,Y,Y,CityE,1992,29-05-13 13:16,Y,Y,4,9,6,3,6,0,1,0,1,1,0,0,0,0,1,0,1,1
10147924855,F,RACE1,N,N,CityC,1966,22-08-13 14:41,Y,Y,6,9,7,8,8,1,1,0,0,0,0,0,1,0,0,0,1,1
10148003005,F,RACE1,N,N,CityG,1982,16-05-13 17:37,Y,Y,8,10,7,2,9,1,1,0,0,0,0,0,0,0,0,0,1,1
10148081455,F,RACE1,N,N,CityA,1993,02-07-13 13:15,Y,N,8,7,8,7,6,1,1,0,0,0,1,0,0,0,0,0,1,0
10148099455,F,RACE1,N,Y,CityG,1983,30-05-13 10:37,Y,N,6,8,7,6,6,1,1,0,0,1,0,0,0,0,0,0,1,0
10148110405,F,OTHER,N,N,CityA,1994,30-05-13 18:26,Y,Y,7,10,8,5,9,1,0,0,0,0,1,0,0,0,0,0,1,1
10148172055,F,RACE1,Y,Y,CityA,1969,19-08-14 18:58,Y,Y,10,10,7,10,10,1,1,0,1,1,1,0,0,0,0,0,1,1
10148181205,M,RACE2,N,N,CityA,1995,15-04-13 07:56,Y,N,6,5,7,9,3,0,0,1,0,0,1,0,0,0,0,0,1,0
10148196505,F,RACE1,N,Y,CityA,1989,17-04-13 18:32,Y,N,9,7,7,6,6,1,1,0,0,1,1,0,0,0,0,0,1,0
10148237905,F,RACE2,Y,N,CityA,1985,05-04-13 11:34,Y,Y,5,8,7,5,4,1,0,1,1,0,1,0,0,0,0,0,1,1
10149211255,F,RACE2,N,Y,CityG,1986,29-05-13 12:19,Y,Y,8,9,8,6,7,1,0,1,0,1,0,0,0,0,0,0,1,1
10149634705,M,RACE1,Y,Y,CityD,1990,12-07-13 09:25,Y,Y,10,9,10,6,9,0,1,0,1,1,0,0,0,1,0,0,1,1
10149655255,M,RACE1,Y,Y,CityD,1966,12-08-13 18:57,Y,Y,5,9,6,7,7,0,1,0,1,1,0,0,0,1,0,0,1,1
10150665505,M,RACE2,Y,N,CityB,1982,12-07-13 09:20,Y,N,5,5,8,6,3,0,0,1,1,0,0,1,0,0,0,0,1,0
10150705855,M,RACE2,N,N,CityF,1986,11-07-13 17:05,Y,N,6,5,8,3,0,0,0,1,0,0,0,0,0,0,0,1,1,0
10150838755,F,RACE1,Y,Y,CityB,1968,22-01-14 09:36,Y,Y,8,6,9,6,6,1,1,0,1,1,0,1,0,0,0,0,1,1
10150917955,F,RACE2,N,Y,CityF,1969,08-06-13 19:01,Y,N,8,7,7,6,6,1,0,1,0,1,0,0,0,0,0,1,1,0
10151107855,F,RACE2,Y,Y,CityA,1969,16-06-13 20:04,Y,N,6,6,7,5,5,1,0,1,1,1,1,0,0,0,0,0,1,0
10151192605,M,RACE1,N,N,CityD,1991,05-10-13 14:20,Y,Y,7,6,8,6,2,0,1,0,0,0,0,0,0,1,0,0,1,1
10151214055,F,RACE2,N,N,CityE,NULL,31-07-13 11:44,Y,N,4,7,7,5,6,1,0,1,0,0,0,0,0,0,1,0,1,0
10151438005,F,RACE2,Y,Y,CityC,1980,11-08-13 18:57,Y,Y,7,8,8,6,4,1,0,1,1,1,0,0,1,0,0,0,1,1
10151672005,M,RACE1,N,N,CityG,1987,22-07-13 20:42,Y,Y,5,8,5,7,3,0,1,0,0,0,0,0,0,0,0,0,1,1
10151797855,M,RACE1,Y,Y,CityD,1976,04-09-14 22:12,Y,Y,5,7,9,7,1,0,1,0,1,1,0,0,0,1,0,0,1,1
10152152455,M,RACE1,N,N,CityD,1992,26-04-14 18:44,Y,Y,7,9,6,5,5,0,1,0,0,0,0,0,0,1,0,0,1,1
10152889555,F,RACE2,N,N,CityE,1990,17-10-13 16:15,Y,Y,2,10,8,3,10,1,0,1,0,0,0,0,0,0,1,0,1,1
10152920905,M,RACE1,Y,Y,CityA,1987,12-07-13 09:40,Y,Y,10,10,9,9,10,0,1,0,1,1,1,0,0,0,0,0,1,1
10152929305,M,RACE1,N,N,CityA,1980,02-07-13 08:34,Y,Y,8,10,8,5,9,0,1,0,0,0,1,0,0,0,0,0,1,1
10152937705,M,RACE1,N,N,CityA,1978,02-07-13 08:28,Y,N,8,6,8,6,1,0,1,0,0,0,1,0,0,0,0,0,1,0
10153048105,F,RACE1,N,N,CityC,1984,02-10-13 12:18,Y,Y,9,9,7,7,8,1,1,0,0,0,0,0,1,0,0,0,1,1
10153074505,M,RACE2,N,Y,CityA,1984,31-07-14 14:08,Y,Y,7,10,7,9,10,0,0,1,0,1,1,0,0,0,0,0,1,1
10153083955,F,RACE2,N,N,CityA,1983,17-10-13 16:25,Y,Y,7,7,8,7,7,1,0,1,0,0,1,0,0,0,0,0,1,1
10153115005,F,RACE1,N,N,CityG,1992,31-10-13 16:25,Y,N,8,4,6,7,4,1,1,0,0,0,0,0,0,0,0,0,1,0
10153185505,F,RACE1,N,N,CityA,1973,16-06-13 21:07,Y,Y,9,10,8,5,10,1,1,0,0,0,1,0,0,0,0,0,1,1
10153267555,F,RACE1,N,N,CityA,1986,29-08-13 09:48,Y,Y,9,9,9,6,9,1,1,0,0,0,1,0,0,0,0,0,1,1
10153274905,F,RACE1,N,N,CityC,1998,29-08-13 09:45,Y,Y,6,9,8,6,9,1,1,0,0,0,0,0,1,0,0,0,1,1
10153373005,F,RACE2,N,N,CityA,NULL,16-06-13 21:06,Y,Y,8,9,8,6,6,1,0,1,0,0,1,0,0,0,0,0,1,1
10153390405,F,RACE2,N,N,CityG,1991,19-03-14 14:00,Y,Y,8,8,8,9,7,1,0,1,0,0,0,0,0,0,0,0,1,1
10153451905,M,RACE1,N,N,CityB,NULL,12-01-14 11:01,Y,N,5,6,6,8,2,0,1,0,0,0,0,1,0,0,0,0,1,0
10153459705,F,RACE1,Y,Y,CityG,1990,20-05-14 20:00,Y,Y,7,9,7,5,7,1,1,0,1,1,0,0,0,0,0,0,1,1
10153484005,F,RACE1,N,N,CityA,NULL,13-02-14 15:12,Y,Y,5,9,8,7,8,1,1,0,0,0,1,0,0,0,0,0,1,1
10153498555,F,RACE2,N,Y,CityA,1979,30-01-14 22:02,Y,Y,9,9,8,8,8,1,0,1,0,1,1,0,0,0,0,0,1,1
10153649755,M,RACE1,Y,N,CityA,1978,18-07-13 19:12,Y,Y,8,9,9,7,8,0,1,0,1,0,1,0,0,0,0,0,1,1
10153726555,F,RACE1,Y,Y,CityE,1984,25-01-14 18:38,Y,Y,8,8,8,6,4,1,1,0,1,1,0,0,0,0,1,0,1,1
10153743055,M,RACE2,Y,Y,CityG,1982,16-05-14 19:25,Y,Y,7,9,7,9,6,0,0,1,1,1,0,0,0,0,0,0,1,1
10153760605,F,RACE1,N,N,CityG,1990,10-11-13 17:39,Y,N,6,8,8,6,6,1,1,0,0,0,0,0,0,0,0,0,1,0
10153765405,F,RACE2,Y,N,CityG,1988,10-11-13 17:39,Y,N,5,6,8,7,7,1,0,1,1,0,0,0,0,0,0,0,1,0
10153865455,M,RACE1,N,N,CityA,1992,16-06-14 19:37,Y,Y,8,8,9,7,6,0,1,0,0,0,1,0,0,0,0,0,1,1
10153879405,F,OTHER,N,N,CityG,NULL,14-07-14 14:07,Y,Y,10,10,8,10,10,1,0,0,0,0,0,0,0,0,0,0,1,1
10154014705,F,RACE1,N,N,CityB,1996,15-10-13 21:54,Y,N,7,7,8,6,3,1,1,0,0,0,0,1,0,0,0,0,1,0
10154021305,F,RACE2,Y,N,CityA,1984,04-05-14 09:34,Y,Y,10,10,8,1,10,1,0,1,1,0,1,0,0,0,0,0,1,1
10154303005,F,RACE2,N,N,CityG,1984,31-10-13 19:10,Y,Y,6,6,8,7,7,1,0,1,0,0,0,0,0,0,0,0,1,1
10155596155,M,RACE1,N,N,CityG,1996,03-01-14 20:09,Y,Y,8,6,8,6,2,0,1,0,0,0,0,0,0,0,0,0,1,1
10156251205,F,RACE1,Y,N,CityC,1984,18-05-13 07:23,Y,Y,10,9,10,9,9,1,1,0,1,0,0,0,1,0,0,0,1,1
10156275205,F,RACE1,N,N,CityE,1991,18-05-13 07:23,Y,Y,10,10,8,9,10,1,1,0,0,0,0,0,0,0,1,0,1,1
10156326505,F,RACE2,Y,N,CityA,1989,04-06-13 15:42,Y,N,5,7,6,6,5,1,0,1,1,0,1,0,0,0,0,0,1,0
10156793455,F,RACE2,N,N,CityA,1987,19-07-13 13:50,Y,N,6,5,6,7,6,1,0,1,0,0,1,0,0,0,0,0,1,0
10157066905,F,RACE1,N,Y,CityC,1988,17-10-13 11:06,Y,Y,7,8,8,7,6,1,1,0,0,1,0,0,1,0,0,0,1,1
10157109505,F,RACE2,Y,N,CityA,1992,18-10-13 09:16,Y,Y,7,6,9,8,7,1,0,1,1,0,1,0,0,0,0,0,1,1
10157254705,F,RACE1,N,N,CityC,1993,29-08-13 09:29,Y,N,8,6,7,7,6,1,1,0,0,0,0,0,1,0,0,0,1,0
10157731405,F,RACE2,Y,Y,CityA,1977,09-07-13 11:42,Y,N,7,6,9,8,7,1,0,1,1,1,1,0,0,0,0,0,1,0
10158686755,F,OTHER,N,N,CityA,1993,07-11-13 18:35,Y,Y,5,8,6,6,6,1,0,0,0,0,1,0,0,0,0,0,1,1
10159228855,F,RACE1,N,Y,CityD,1980,17-10-13 16:18,Y,N,7,6,7,6,5,1,1,0,0,1,0,0,0,1,0,0,1,0
10159267855,M,RACE1,N,N,CityG,1988,26-09-13 18:45,Y,Y,8,7,9,7,1,0,1,0,0,0,0,0,0,0,0,0,1,1
10159445905,F,RACE1,Y,Y,CityD,1977,13-03-14 14:15,Y,N,7,6,7,7,5,1,1,0,1,1,0,0,0,1,0,0,1,0
10160350555,F,RACE2,Y,N,CityA,1972,11-10-14 10:29,Y,Y,5,6,6,7,7,1,0,1,1,0,1,0,0,0,0,0,1,1
10160707555,F,RACE2,Y,N,CityG,1982,09-03-14 18:43,Y,Y,8,6,8,7,6,1,0,1,1,0,0,0,0,0,0,0,1,1
10160947705,F,RACE1,Y,Y,CityA,1944,28-06-14 07:43,Y,N,8,4,7,8,5,1,1,0,1,1,1,0,0,0,0,0,1,0
10161346105,F,RACE2,Y,N,CityE,1983,16-06-13 08:16,Y,Y,7,10,6,3,9,1,0,1,1,0,0,0,0,0,1,0,1,1
10161590755,M,RACE2,Y,N,CityC,1988,18-07-13 10:12,Y,N,7,6,8,7,4,0,0,1,1,0,0,0,1,0,0,0,1,0
10161678955,F,RACE2,N,N,CityA,1992,25-07-13 00:08,Y,Y,6,6,9,6,7,1,0,1,0,0,1,0,0,0,0,0,1,1
10161922555,F,RACE2,N,N,CityA,1967,28-09-13 09:15,Y,Y,6,8,9,9,8,1,0,1,0,0,1,0,0,0,0,0,1,1
10162145755,M,RACE1,Y,N,CityA,1993,15-10-13 21:47,Y,Y,9,10,8,8,10,0,1,0,1,0,1,0,0,0,0,0,1,1
10162337155,M,RACE1,N,N,CityC,1994,19-07-13 18:01,Y,Y,5,9,7,7,7,0,1,0,0,0,0,0,1,0,0,0,1,1
10162350805,M,RACE1,N,N,CityA,1993,15-10-13 21:43,Y,Y,8,9,6,6,7,0,1,0,0,0,1,0,0,0,0,0,1,1
10162357255,F,RACE1,N,N,CityG,1987,12-08-13 14:13,Y,Y,8,7,10,9,8,1,1,0,0,0,0,0,0,0,0,0,1,1
10162770805,M,RACE2,Y,Y,CityG,1978,07-06-14 14:33,Y,Y,8,8,9,6,6,0,0,1,1,1,0,0,0,0,0,0,1,1
10162868605,M,RACE2,Y,Y,CityC,1981,18-07-13 11:08,Y,N,6,7,6,6,0,0,0,1,1,1,0,0,1,0,0,0,1,0
10163544505,F,RACE1,Y,Y,CityA,1973,30-01-14 22:03,Y,Y,8,9,8,6,8,1,1,0,1,1,1,0,0,0,0,0,1,1
10164024355,F,RACE1,N,N,CityD,1991,16-12-13 19:07,Y,N,7,6,7,6,6,1,1,0,0,0,0,0,0,1,0,0,1,0
10165297405,M,RACE1,N,N,CityC,1991,26-08-13 17:49,Y,N,8,6,7,6,2,0,1,0,0,0,0,0,1,0,0,0,1,0
10165388605,M,RACE1,N,N,CityG,1988,15-10-13 21:42,Y,N,6,9,7,7,4,0,1,0,0,0,0,0,0,0,0,0,1,0
10165654255,F,RACE2,Y,N,CityB,1989,17-06-14 20:33,Y,Y,5,6,5,5,5,1,0,1,1,0,0,1,0,0,0,0,1,1
10165757755,F,RACE1,N,N,CityA,1993,18-08-13 23:43,Y,N,8,8,8,7,5,1,1,0,0,0,1,0,0,0,0,0,1,0
10165788205,M,RACE1,Y,Y,CityB,1981,27-08-13 08:23,Y,Y,8,7,9,7,6,0,1,0,1,1,0,1,0,0,0,0,1,1
10165858705,F,RACE1,N,Y,CityC,1985,30-08-13 18:06,Y,Y,5,8,7,6,5,1,1,0,0,1,0,0,1,0,0,0,1,1
10166247805,F,RACE2,N,N,CityA,1985,07-10-13 09:02,Y,N,8,6,8,7,7,1,0,1,0,0,1,0,0,0,0,0,1,0
10167217555,F,RACE2,Y,N,CityB,1983,20-10-13 08:53,Y,Y,7,8,8,7,5,1,0,1,1,0,0,1,0,0,0,0,1,1
10167313405,M,RACE2,Y,Y,CityA,1991,25-10-13 19:13,Y,Y,6,9,8,6,7,0,0,1,1,1,1,0,0,0,0,0,1,1
10167314005,F,RACE1,N,N,CityA,1988,25-10-13 19:13,Y,Y,7,7,8,7,3,1,1,0,0,0,1,0,0,0,0,0,1,1
10167429505,F,RACE1,Y,Y,CityB,1979,25-11-13 18:45,Y,Y,8,6,9,7,6,1,1,0,1,1,0,1,0,0,0,0,1,1
10167466555,M,RACE2,Y,N,CityA,1967,25-11-13 18:45,Y,Y,5,6,8,6,0,0,0,1,1,0,1,0,0,0,0,0,1,1
10167885505,M,RACE2,Y,N,CityA,1992,28-10-13 18:55,Y,Y,8,6,8,6,0,0,0,1,1,0,1,0,0,0,0,0,1,1
10167964255,M,RACE2,Y,N,CityA,1989,09-11-13 23:06,Y,Y,7,8,9,7,4,0,0,1,1,0,1,0,0,0,0,0,1,1
10167984955,M,RACE1,Y,Y,CityC,1984,09-11-13 23:06,Y,Y,9,7,10,9,7,0,1,0,1,1,0,0,1,0,0,0,1,1
10168018855,F,RACE1,Y,Y,CityF,1981,14-11-13 17:32,Y,Y,7,10,8,2,10,1,1,0,1,1,0,0,0,0,0,1,1,1
10168026655,F,RACE2,Y,N,CityA,1988,14-11-13 17:32,Y,Y,10,10,7,6,10,1,0,1,1,0,1,0,0,0,0,0,1,1
10169290405,F,RACE2,Y,N,CityG,1983,29-08-13 10:02,Y,Y,7,7,8,7,4,1,0,1,1,0,0,0,0,0,0,0,1,1
10171486255,F,RACE2,N,N,CityG,1992,02-04-14 16:30,Y,N,8,7,8,7,7,1,0,1,0,0,0,0,0,0,0,0,1,0
10172412205,M,RACE2,N,N,CityC,1971,03-05-14 07:08,Y,N,5,7,6,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0
10172519455,M,OTHER,N,N,CityG,1965,29-06-13 12:22,Y,Y,10,7,8,10,10,0,0,0,0,0,0,0,0,0,0,0,1,1
10172617555,F,RACE1,Y,Y,CityB,1969,02-07-14 21:20,Y,Y,10,7,10,10,9,1,1,0,1,1,0,1,0,0,0,0,1,1
10172621005,F,RACE1,N,N,CityB,1964,29-12-13 07:16,Y,Y,9,8,8,10,8,1,1,0,0,0,0,1,0,0,0,0,1,1
10172969905,F,OTHER,N,N,CityA,1972,26-06-13 13:18,Y,Y,6,6,8,7,6,1,0,0,0,0,1,0,0,0,0,0,1,1
10173019105,M,RACE1,N,N,CityC,1974,09-09-14 12:19,Y,Y,6,7,6,7,4,0,1,0,0,0,0,0,1,0,0,0,1,1
